,file_name,wiki_commons_id,wiki_data_id,depicts,description,parsed caption,commons_description
0,File:Plac Wielkopolski w Poznaniu - czerwiec 2017 - 4.jpg,60332930,['Q11819181'],['Wielkopolski Square in Poznań'],"['city square in Poznań, Poland']","Plac Wielkopolski w Poznaniu.

","{'DateTime': {'value': '2017-06-24 03:53:38', 'source': 'mediawiki-metadata', 'hidden': ''}, 'ObjectName': {'value': 'Plac Wielkopolski w Poznaniu - czerwiec 2017 - 4', 'source': 'mediawiki-metadata'}, 'CommonsMetadataExtension': {'value': 1.2, 'source': 'extension', 'hidden': ''}, 'Categories': {'value': '2017 in Poznań|Automobiles in Poznań|Poland photographs taken on 2017-06-20|Self-published work|Wielkopolski Square in Poznań', 'source': 'commons-categories', 'hidden': ''}, 'Assessments': {'value': '', 'source': 'commons-categories', 'hidden': ''}, 'ImageDescription': {'value': 'Plac Wielkopolski w Poznaniu.', 'source': 'commons-desc-page'}, 'DateTimeOriginal': {'value': '2017-06-20 14:22:35', 'source': 'commons-desc-page'}, 'Credit': {'value': '<span class=""int-own-work"" lang=""en"">Own work</span>', 'source': 'commons-desc-page'}, 'Artist': {'value': '<a href=""//commons.wikimedia.org/wiki/User:Koefbac"" title=""User:Koefbac"">Koefbac</a>', 'source': 'commons-desc-page'}, 'LicenseShortName': {'value': 'CC BY-SA 4.0', 'source': 'commons-desc-page', 'hidden': ''}, 'UsageTerms': {'value': 'Creative Commons Attribution-Share Alike 4.0', 'source': 'commons-desc-page'}, 'AttributionRequired': {'value': 'true', 'source': 'commons-desc-page', 'hidden': ''}, 'LicenseUrl': {'value': 'https://creativecommons.org/licenses/by-sa/4.0', 'source': 'commons-desc-page'}, 'Copyrighted': {'value': 'True', 'source': 'commons-desc-page', 'hidden': ''}, 'Restrictions': {'value': '', 'source': 'commons-desc-page', 'hidden': ''}, 'License': {'value': 'cc-by-sa-4.0', 'source': 'commons-templates', 'hidden': ''}}"
1,File:2018-10-10 Gymnastics at 2018 Summer Youth Olympics – Boys' Artistic Gymnastics – Horizontal bar qualification (Martin Rulsch) 0267.jpg,77382844,['Q93888038'],['Yin Dehang'],['Chinese artistic gymnast'],"Horizontal bar qualification of the boys' artistic gymnastics at the 2018
Summer Youth Olympics in Buenos Aires on 10 October 2018. Depicted: Yin
Dehang.

","{'DateTime': {'value': '2019-03-16 21:07:55', 'source': 'mediawiki-metadata', 'hidden': ''}, 'ObjectName': {'value': ""2018-10-10 Gymnastics at 2018 Summer Youth Olympics – Boys' Artistic Gymnastics – Horizontal bar qualification (Martin Rulsch) 0267"", 'source': 'mediawiki-metadata'}, 'CommonsMetadataExtension': {'value': 1.2, 'source': 'extension', 'hidden': ''}, 'Categories': {'value': ""Adolescent boys wearing red trousers|Boys' Artistic Gymnastics at the 2018 Summer Youth Olympics – Horizontal bar qualification|Files by DerHexer|Files by DerHexer/2018 Summer Youth Olympics|Files supported by Wikimedia Argentina|Personality rights warning|Proyecto fotográfico Juegos Olímpicos de la Juventud 2018 en Buenos Aires|Self-published work|Supported by Wikimedia Deutschland|Supported by Wikimedia Deutschland 2018|Supported by Wikimedia Österreich in 2018|Uploaded with VicuñaUploader|Yin Dehang at the 2018 Summer Youth Olympics/Qualification"", 'source': 'commons-categories', 'hidden': ''}, 'Assessments': {'value': '', 'source': 'commons-categories', 'hidden': ''}, 'ImageDescription': {'value': ""Horizontal bar qualification of the boys' artistic gymnastics at the 2018 Summer Youth Olympics in Buenos Aires on 10 October 2018. Depicted: Yin Dehang."", 'source': 'commons-desc-page'}, 'DateTimeOriginal': {'value': '2018-10-11', 'source': 'commons-desc-page'}, 'Credit': {'value': '<span class=""int-own-work"" lang=""en"">Own work</span>', 'source': 'commons-desc-page'}, 'Artist': {'value': '<a href=""//commons.wikimedia.org/wiki/User:DerHexer"" title=""User:DerHexer"">Martin Rulsch</a>, Wikimedia Commons', 'source': 'commons-desc-page'}, 'LicenseShortName': {'value': 'CC BY-SA 4.0', 'source': 'commons-desc-page', 'hidden': ''}, 'UsageTerms': {'value': 'Creative Commons Attribution-Share Alike 4.0', 'source': 'commons-desc-page'}, 'AttributionRequired': {'value': 'true', 'source': 'commons-desc-page', 'hidden': ''}, 'Attribution': {'value': 'Martin Rulsch, <a class=""external text"" href=""https://commons.wikimedia.org/wiki/File:2018-10-10_Gymnastics_at_2018_Summer_Youth_Olympics_%E2%80%93_Boys%27_Artistic_Gymnastics_%E2%80%93_Horizontal_bar_qualification_(Martin_Rulsch)_0267.jpg"">Wikimedia Commons</a>, <a rel=""nofollow"" class=""external text"" href=""https://creativecommons.org/licenses/by-sa/4.0/legalcode"">CC BY-SA 4.0</a>', 'source': 'commons-desc-page', 'hidden': ''}, 'LicenseUrl': {'value': 'https://creativecommons.org/licenses/by-sa/4.0', 'source': 'commons-desc-page'}, 'Copyrighted': {'value': 'True', 'source': 'commons-desc-page', 'hidden': ''}, 'Restrictions': {'value': 'personality', 'source': 'commons-desc-page', 'hidden': ''}, 'License': {'value': 'cc-by-sa-4.0', 'source': 'commons-templates', 'hidden': ''}}"
2,File:CP 00118destructions rue de Tournai 1914.jpg,84142136,['Q39074508'],['Siege of Lille'],['1914 siege'],"Lille (France - Nord department) - Destruction in the rue de Tournai due to
the fighting at the Siege of Lille in October 1914.
→<http://www.remembrancetrails-northernfrance.com/history/the-department-of-
nord-and-the-coal-basin-under-german-occupation/lille-under-german-rule.html>

","{'DateTime': {'value': '2019-11-19 16:24:13', 'source': 'mediawiki-metadata', 'hidden': ''}, 'ObjectName': {'value': 'CP 00118destructions rue de Tournai 1914', 'source': 'mediawiki-metadata'}, 'CommonsMetadataExtension': {'value': 1.2, 'source': 'extension', 'hidden': ''}, 'Categories': {'value': 'Files with coordinates missing SDC location of creation (50° N, 3°E)|Pages with maps|Rue de Tournai (Lille)|Siege of Lille (1914)|World War I destruction in Lille', 'source': 'commons-categories', 'hidden': ''}, 'Assessments': {'value': '', 'source': 'commons-categories', 'hidden': ''}, 'GPSLatitude': {'value': '50.635370', 'source': 'commons-desc-page'}, 'GPSLongitude': {'value': '3.071080', 'source': 'commons-desc-page'}, 'GPSMapDatum': {'value': 'WGS-84', 'source': 'commons-desc-page', 'hidden': ''}, 'ImageDescription': {'value': 'Lille (France - Nord department) - Destruction in the rue de Tournai due to the fighting at the Siege of Lille in October 1914. →<a rel=""nofollow"" class=""external free"" href=""http://www.remembrancetrails-northernfrance.com/history/the-department-of-nord-and-the-coal-basin-under-german-occupation/lille-under-german-rule.html"">http://www.remembrancetrails-northernfrance.com/history/the-department-of-nord-and-the-coal-basin-under-german-occupation/lille-under-german-rule.html</a>', 'source': 'commons-desc-page'}, 'DateTimeOriginal': {'value': '1914', 'source': 'commons-desc-page'}, 'Credit': {'value': 'Bibliothèque Municipale de Lille. Collections patrimoniales numérisées.', 'source': 'commons-desc-page'}, 'Artist': {'value': 'Édition C.A.R', 'source': 'commons-desc-page'}, 'LicenseShortName': {'value': 'CC BY-SA 4.0', 'source': 'commons-desc-page', 'hidden': ''}, 'UsageTerms': {'value': 'Creative Commons Attribution-Share Alike 4.0', 'source': 'commons-desc-page'}, 'AttributionRequired': {'value': 'true', 'source': 'commons-desc-page', 'hidden': ''}, 'LicenseUrl': {'value': 'https://creativecommons.org/licenses/by-sa/4.0', 'source': 'commons-desc-page'}, 'Copyrighted': {'value': 'True', 'source': 'commons-desc-page', 'hidden': ''}, 'Restrictions': {'value': '', 'source': 'commons-desc-page', 'hidden': ''}, 'License': {'value': 'cc-by-sa-4.0', 'source': 'commons-templates', 'hidden': ''}}"
3,"File:Waycross, Georgia Historic District (40).jpg",86478066,['Q30622481'],['Waycross Historic District'],"['historic district in Waycross, Georgia']","Waycross Historic District, Waycross, Georgia

House on Gilmer Street.

![](https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Logo_of_the_United_States_National_Park_Service.svg/20px-Logo_of_the_United_States_National_Park_Service.svg.png) |  This is an image of a place or building that is listed on the [National Register of Historic Places](https://en.wikipedia.org/wiki/National_Register_of_Historic_Places ""en:National Register of Historic Places"") in the [United States of America](https://en.wikipedia.org/wiki/USA ""en:USA""). Its reference number is [76000656](https://npgallery.nps.gov/AssetDetail/NRIS/76000656).  
  
---|---

","{'DateTime': {'value': '2020-02-01 01:11:58', 'source': 'mediawiki-metadata', 'hidden': ''}, 'ObjectName': {'value': 'Waycross, Georgia Historic District (40)', 'source': 'mediawiki-metadata'}, 'CommonsMetadataExtension': {'value': 1.2, 'source': 'extension', 'hidden': ''}, 'Categories': {'value': 'Buildings in Waycross, Georgia|Historic district contributing properties in Georgia (U.S. state)|Houses in Ware County, Georgia|Houses on the National Register of Historic Places in Georgia (U.S. state)|National Register of Historic Places in Ware County, Georgia|National Register of Historic Places with known IDs|United States photographs taken on 2020-01-31|Uploaded with VicuñaUploader|Waycross Historic District', 'source': 'commons-categories', 'hidden': ''}, 'Assessments': {'value': '', 'source': 'commons-categories', 'hidden': ''}, 'ImageDescription': {'value': '<p>Waycross Historic District, Waycross, Georgia \n</p><p>House on Gilmer Street.\n</p>\n<table cellspacing=""0"" style=""text-align: left; color: #000; background: #f9f9f9; border:4px solid #b28000; solid #bbb; margin: 1px;"" class=""layouttemplate"" lang=""en"" dir=""auto""><tbody><tr><td style=""width:22px; height:22px;""><span typeof=""mw:File""><span><img src=""https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Logo_of_the_United_States_National_Park_Service.svg/20px-Logo_of_the_United_States_National_Park_Service.svg.png"" decoding=""async"" width=""20"" height=""26"" class=""mw-file-element"" srcset=""https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Logo_of_the_United_States_National_Park_Service.svg/30px-Logo_of_the_United_States_National_Park_Service.svg.png 1.5x, https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Logo_of_the_United_States_National_Park_Service.svg/40px-Logo_of_the_United_States_National_Park_Service.svg.png 2x"" data-file-width=""553"" data-file-height=""720""></span></span>\n</td>\n<td style=""font-size: 8pt; padding: 1pt 5pt 1pt 1pt; line-height: 1.1em;"">\n<p>This is an image of a place or building that is listed on the <a href=""https://en.wikipedia.org/wiki/National_Register_of_Historic_Places"" class=""extiw"" title=""en:National Register of Historic Places"">National Register of Historic Places</a> in the <a href=""https://en.wikipedia.org/wiki/USA"" class=""extiw"" title=""en:USA"">United States of America</a>. Its reference number is <span class=""plainlinks""><a rel=""nofollow"" class=""external text"" href=""https://npgallery.nps.gov/AssetDetail/NRIS/76000656"">76000656</a></span>.<br></p>\n</td></tr></tbody></table>', 'source': 'commons-desc-page'}, 'DateTimeOriginal': {'value': 'Taken on\xa031 January 2020, 16:49', 'source': 'commons-desc-page'}, 'Credit': {'value': '<span class=""int-own-work"" lang=""en"">Own work</span>', 'source': 'commons-desc-page'}, 'Artist': {'value': '<a href=""//commons.wikimedia.org/wiki/User:Bubba73"" title=""User:Bubba73"">Bubba73</a>', 'source': 'commons-desc-page'}, 'LicenseShortName': {'value': 'CC BY-SA 3.0', 'source': 'commons-desc-page', 'hidden': ''}, 'UsageTerms': {'value': 'Creative Commons Attribution-Share Alike 3.0', 'source': 'commons-desc-page'}, 'AttributionRequired': {'value': 'true', 'source': 'commons-desc-page', 'hidden': ''}, 'Attribution': {'value': 'Judson McCranie', 'source': 'commons-desc-page', 'hidden': ''}, 'LicenseUrl': {'value': 'https://creativecommons.org/licenses/by-sa/3.0', 'source': 'commons-desc-page'}, 'Copyrighted': {'value': 'True', 'source': 'commons-desc-page', 'hidden': ''}, 'Restrictions': {'value': '', 'source': 'commons-desc-page', 'hidden': ''}, 'License': {'value': 'cc-by-sa-3.0', 'source': 'commons-templates', 'hidden': ''}}"
4,File:J31 867 Kraftwerkskaverne.jpg,138279755,['Q963375'],['diesel generator'],['combination of a diesel engine with an electrical generator'],"Zwei Dieselgeneratoren für die Gesamtversorgung des Artilleriewerkes, die
Motoren sind langhubige Reihendieselmaschinen mit untenliegender Nockenwelle,
die in dieser Form auch als Schiffsmaschinen üblich sind.  
Die grünen Gasflaschen links an der Wand enthalten Stickstoff für das Anlassen
der Maschinen mit Druckgas.

","{'DateTime': {'value': '2023-07-16 20:54:40', 'source': 'mediawiki-metadata', 'hidden': ''}, 'ObjectName': {'value': 'J31 867 Kraftwerkskaverne', 'source': 'mediawiki-metadata'}, 'CommonsMetadataExtension': {'value': 1.2, 'source': 'extension', 'hidden': ''}, 'Categories': {'value': 'Diesel generators in France|Falk2/2018 Lauterburg|Falk2/Elsass|France photographs taken on 2018-05-11|Interior of Ouvrage Schoenenbourg|May 2018 in Bas-Rhin|Taken with Canon EOS 5D Mark III and Canon EF 24-105mm F4L IS USM', 'source': 'commons-categories', 'hidden': ''}, 'Assessments': {'value': '', 'source': 'commons-categories', 'hidden': ''}, 'ImageDescription': {'value': 'Zwei Dieselgeneratoren für die Gesamtversorgung des Artilleriewerkes, die Motoren sind langhubige Reihendieselmaschinen mit untenliegender Nockenwelle, die in dieser Form auch als Schiffsmaschinen üblich sind.<br>\nDie grünen Gasflaschen links an der Wand enthalten Stickstoff für das Anlassen der Maschinen mit Druckgas.', 'source': 'commons-desc-page'}, 'DateTimeOriginal': {'value': '2018-05-11', 'source': 'commons-desc-page'}, 'Credit': {'value': '<span class=""int-own-work"" lang=""en"">Own work</span>', 'source': 'commons-desc-page'}, 'Artist': {'value': '<a href=""https://de.wikipedia.org/wiki/User:Falk2"" class=""extiw"" title=""de:User:Falk2"">Falk2</a>', 'source': 'commons-desc-page'}, 'LicenseShortName': {'value': 'CC BY-SA 4.0', 'source': 'commons-desc-page', 'hidden': ''}, 'UsageTerms': {'value': 'Creative Commons Attribution-Share Alike 4.0', 'source': 'commons-desc-page'}, 'AttributionRequired': {'value': 'true', 'source': 'commons-desc-page', 'hidden': ''}, 'LicenseUrl': {'value': 'https://creativecommons.org/licenses/by-sa/4.0', 'source': 'commons-desc-page'}, 'Copyrighted': {'value': 'True', 'source': 'commons-desc-page', 'hidden': ''}, 'Restrictions': {'value': '', 'source': 'commons-desc-page', 'hidden': ''}, 'License': {'value': 'cc-by-sa-4.0', 'source': 'commons-templates', 'hidden': ''}}"
5,File:Grillplats Kopparhällan 03.jpg,137233562,['Q26707613'],['volleyball court'],['surface used to play volleyball'],"Grillplats med badmöjligheter och volleybollbana

","{'DateTime': {'value': '2023-09-09 07:17:52', 'source': 'mediawiki-metadata', 'hidden': ''}, 'ObjectName': {'value': 'Grillplats Kopparhällan 03', 'source': 'mediawiki-metadata'}, 'CommonsMetadataExtension': {'value': 1.2, 'source': 'extension', 'hidden': ''}, 'Categories': {'value': 'Files with coordinates missing SDC location of creation|Grillplats Kopparhällan|Pages with maps|Self-published work', 'source': 'commons-categories', 'hidden': ''}, 'Assessments': {'value': '', 'source': 'commons-categories', 'hidden': ''}, 'GPSLatitude': {'value': '63.119990', 'source': 'commons-desc-page'}, 'GPSLongitude': {'value': '16.346480', 'source': 'commons-desc-page'}, 'GPSMapDatum': {'value': 'WGS-84', 'source': 'commons-desc-page', 'hidden': ''}, 'ImageDescription': {'value': 'Grillplats med badmöjligheter och volleybollbana', 'source': 'commons-desc-page'}, 'DateTimeOriginal': {'value': '2023-09-07 17:32:08', 'source': 'commons-desc-page'}, 'Credit': {'value': '<span class=""int-own-work"" lang=""en"">Own work</span>', 'source': 'commons-desc-page'}, 'Artist': {'value': '<a href=""//commons.wikimedia.org/wiki/User:So9q"" title=""User:So9q"">So9q</a>', 'source': 'commons-desc-page'}, 'LicenseShortName': {'value': 'CC BY-SA 4.0', 'source': 'commons-desc-page', 'hidden': ''}, 'UsageTerms': {'value': 'Creative Commons Attribution-Share Alike 4.0', 'source': 'commons-desc-page'}, 'AttributionRequired': {'value': 'true', 'source': 'commons-desc-page', 'hidden': ''}, 'LicenseUrl': {'value': 'https://creativecommons.org/licenses/by-sa/4.0', 'source': 'commons-desc-page'}, 'Copyrighted': {'value': 'True', 'source': 'commons-desc-page', 'hidden': ''}, 'Restrictions': {'value': '', 'source': 'commons-desc-page', 'hidden': ''}, 'License': {'value': 'cc-by-sa-4.0', 'source': 'commons-templates', 'hidden': ''}}"
6,File:Albert Nordin SPA4.jpg,112729936,['Q109678371'],['Albert Nordin'],[None],"uploaded from Portrattarkiv.se picture of Albert Nordin

","{'DateTime': {'value': '2021-11-23 02:20:35', 'source': 'mediawiki-metadata', 'hidden': ''}, 'ObjectName': {'value': 'Albert Nordin SPA4', 'source': 'mediawiki-metadata'}, 'CommonsMetadataExtension': {'value': 1.2, 'source': 'extension', 'hidden': ''}, 'Categories': {'value': 'Albert Nordin|Swedish Portrait Archive|Uploaded with spa2Commons', 'source': 'commons-categories', 'hidden': ''}, 'Assessments': {'value': '', 'source': 'commons-categories', 'hidden': ''}, 'ImageDescription': {'value': 'uploaded from Portrattarkiv.se picture of Albert Nordin', 'source': 'commons-desc-page'}, 'Credit': {'value': '<a rel=""nofollow"" class=""external free"" href=""https://portrattarkiv.se/details/wbbNj8LLWMAAAAAAAAB-0Q"">https://portrattarkiv.se/details/wbbNj8LLWMAAAAAAAAB-0Q</a>', 'source': 'commons-desc-page'}, 'Artist': {'value': 'Unknown', 'source': 'commons-desc-page'}, 'LicenseShortName': {'value': 'CC BY 4.0', 'source': 'commons-desc-page', 'hidden': ''}, 'UsageTerms': {'value': 'Creative Commons Attribution 4.0', 'source': 'commons-desc-page'}, 'AttributionRequired': {'value': 'true', 'source': 'commons-desc-page', 'hidden': ''}, 'LicenseUrl': {'value': 'https://creativecommons.org/licenses/by/4.0', 'source': 'commons-desc-page'}, 'Copyrighted': {'value': 'True', 'source': 'commons-desc-page', 'hidden': ''}, 'Restrictions': {'value': '', 'source': 'commons-desc-page', 'hidden': ''}, 'License': {'value': 'cc-by-4.0', 'source': 'commons-templates', 'hidden': ''}}"
7,File:Rue-David Military Cemetery -14.JPG,30119029,['Q2512241'],['Rue-David Military Cemetery'],"['cemetery located in Pas-de-Calais, in France']","Rue-David Military Cemetery, Fleurbaix

","{'DateTime': {'value': '2013-12-12 10:08:16', 'source': 'mediawiki-metadata', 'hidden': ''}, 'ObjectName': {'value': 'Rue-David Military Cemetery -14', 'source': 'mediawiki-metadata'}, 'CommonsMetadataExtension': {'value': 1.2, 'source': 'extension', 'hidden': ''}, 'Categories': {'value': 'CC-BY-SA-3.0,2.5,2.0,1.0|GFDL|License migration redundant|Rue-David Military Cemetery, Fleurbaix|Self-published work', 'source': 'commons-categories', 'hidden': ''}, 'Assessments': {'value': '', 'source': 'commons-categories', 'hidden': ''}, 'ImageDescription': {'value': 'Rue-David Military Cemetery, Fleurbaix', 'source': 'commons-desc-page'}, 'DateTimeOriginal': {'value': '2013-12-11', 'source': 'commons-desc-page'}, 'Credit': {'value': '<span class=""int-own-work"" lang=""en"">Own work</span>', 'source': 'commons-desc-page'}, 'Artist': {'value': '<a href=""//commons.wikimedia.org/wiki/User:Wernervc"" title=""User:Wernervc"">Wernervc</a>', 'source': 'commons-desc-page'}, 'LicenseShortName': {'value': 'CC BY-SA 3.0', 'source': 'commons-desc-page', 'hidden': ''}, 'UsageTerms': {'value': 'Creative Commons Attribution-Share Alike 3.0', 'source': 'commons-desc-page'}, 'AttributionRequired': {'value': 'true', 'source': 'commons-desc-page', 'hidden': ''}, 'LicenseUrl': {'value': 'https://creativecommons.org/licenses/by-sa/3.0', 'source': 'commons-desc-page'}, 'Copyrighted': {'value': 'True', 'source': 'commons-desc-page', 'hidden': ''}, 'Restrictions': {'value': '', 'source': 'commons-desc-page', 'hidden': ''}, 'License': {'value': 'cc-by-sa-3.0', 'source': 'commons-templates', 'hidden': ''}}"
8,File:Pagney Vanneau huppé posé maïs hdsr 1D MkIV EC4E9311.jpg,131865892,"['Q405154', 'Q25392']","['Pagney', 'Northern Lapwing']","['commune in Jura, France', 'species of bird']","image montrant une photographie de Vanneau huppé (Vanellus vanellus) dans un
champs de maïs prise à l'ancienne gravière de Pagney dans le Jura

","{'DateTime': {'value': '2023-05-13 15:20:52', 'source': 'mediawiki-metadata', 'hidden': ''}, 'ObjectName': {'value': 'Pagney Vanneau huppé posé maïs hdsr 1D MkIV EC4E9311', 'source': 'mediawiki-metadata'}, 'CommonsMetadataExtension': {'value': 1.2, 'source': 'extension', 'hidden': ''}, 'Categories': {'value': 'Self-published work|Vanellus vanellus in Pagney', 'source': 'commons-categories', 'hidden': ''}, 'Assessments': {'value': '', 'source': 'commons-categories', 'hidden': ''}, 'ImageDescription': {'value': ""image montrant une photographie de Vanneau huppé (Vanellus vanellus) dans un champs de maïs prise à l'ancienne gravière de Pagney dans le Jura"", 'source': 'commons-desc-page'}, 'DateTimeOriginal': {'value': '2020-05-31 09:39:41', 'source': 'commons-desc-page'}, 'Credit': {'value': '<span class=""int-own-work"" lang=""en"">Own work</span>', 'source': 'commons-desc-page'}, 'Artist': {'value': '<a href=""//commons.wikimedia.org/wiki/User:Hyppolyte_de_Saint-Rambert"" title=""User:Hyppolyte de Saint-Rambert"">Hyppolyte de Saint-Rambert</a>', 'source': 'commons-desc-page'}, 'LicenseShortName': {'value': 'CC BY 4.0', 'source': 'commons-desc-page', 'hidden': ''}, 'UsageTerms': {'value': 'Creative Commons Attribution 4.0', 'source': 'commons-desc-page'}, 'AttributionRequired': {'value': 'true', 'source': 'commons-desc-page', 'hidden': ''}, 'LicenseUrl': {'value': 'https://creativecommons.org/licenses/by/4.0', 'source': 'commons-desc-page'}, 'Copyrighted': {'value': 'True', 'source': 'commons-desc-page', 'hidden': ''}, 'Restrictions': {'value': '', 'source': 'commons-desc-page', 'hidden': ''}, 'License': {'value': 'cc-by-4.0', 'source': 'commons-templates', 'hidden': ''}}"
9,File:Auferstehungskirche Pfarrhof.JPG,15011579,['Q37812934'],[None],[None],"Parsonage of Lutheran _Auferstehungskirche_ (Resurrection church), Wienr
Neustadt, Lower Austria

","{'DateTime': {'value': '2011-04-24 16:12:43', 'source': 'mediawiki-metadata', 'hidden': ''}, 'ObjectName': {'value': 'Auferstehungskirche Pfarrhof', 'source': 'mediawiki-metadata'}, 'CommonsMetadataExtension': {'value': 1.2, 'source': 'extension', 'hidden': ''}, 'Categories': {'value': 'Auferstehungskirche (Wiener Neustadt)|CC-BY-SA-3.0,2.5,2.0,1.0|Cultural heritage monuments in Austria with known IDs|GFDL|License migration redundant|Pages with maps|Self-published work', 'source': 'commons-categories', 'hidden': ''}, 'Assessments': {'value': '', 'source': 'commons-categories', 'hidden': ''}, 'GPSLatitude': {'value': '47.812397', 'source': 'commons-desc-page'}, 'GPSLongitude': {'value': '16.237923', 'source': 'commons-desc-page'}, 'GPSMapDatum': {'value': 'WGS-84', 'source': 'commons-desc-page', 'hidden': ''}, 'ImageDescription': {'value': 'Parsonage of Lutheran <i>Auferstehungskirche</i> (Resurrection church), Wienr Neustadt, Lower Austria', 'source': 'commons-desc-page'}, 'DateTimeOriginal': {'value': '2011-04-24', 'source': 'commons-desc-page'}, 'Credit': {'value': '<span class=""int-own-work"" lang=""en"">Own work</span>', 'source': 'commons-desc-page'}, 'Artist': {'value': '<a href=""//commons.wikimedia.org/wiki/User:Wolfgang_glock"" title=""User:Wolfgang glock"">Wolfgang Glock</a>', 'source': 'commons-desc-page'}, 'LicenseShortName': {'value': 'CC BY-SA 3.0', 'source': 'commons-desc-page', 'hidden': ''}, 'UsageTerms': {'value': 'Creative Commons Attribution-Share Alike 3.0', 'source': 'commons-desc-page'}, 'AttributionRequired': {'value': 'true', 'source': 'commons-desc-page', 'hidden': ''}, 'LicenseUrl': {'value': 'https://creativecommons.org/licenses/by-sa/3.0', 'source': 'commons-desc-page'}, 'Copyrighted': {'value': 'True', 'source': 'commons-desc-page', 'hidden': ''}, 'Restrictions': {'value': '', 'source': 'commons-desc-page', 'hidden': ''}, 'License': {'value': 'cc-by-sa-3.0', 'source': 'commons-templates', 'hidden': ''}}"
